text,emotion,emotion_group,platform,country,timestamp,likes,retweets,textblob_score,textblob_sentiment,vader_score,vader_sentiment,sentiment
Confidence soars after overcoming public speaking anxiety.,Confidence,Positive,Instagram,USA,2020-04-02 17:30:00,30,15,0.0,Neutral,0.3818,Positive,Positive
Contentment in the midst of a family gathering filled with laughter.,Contentment,Positive,Facebook,Canada,2023-01-15 19:00:00,50,25,0.4,Positive,0.6908,Positive,Positive
Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,Positive,Twitter,India,2018-08-07 12:15:00,60,30,0.1364,Positive,0.4404,Positive,Positive
Surprise and delight at discovering a hidden gem in the city.,Surprise,Neutral,Instagram,UK,2019-10-18 16:45:00,35,18,-0.1667,Negative,0.7184,Positive,Positive
A sense of accomplishment after completing a challenging workout.,Accomplishment,Positive,Facebook,Australia,2022-06-30 07:00:00,45,22,0.5,Positive,0.1531,Positive,Positive
Wonderment at the beauty of a double rainbow after the rain.,Wonderment,Positive,Twitter,USA,2017-06-12 18:20:00,70,35,0.0,Neutral,0.5859,Positive,Positive
Optimism for a bright future amidst challenging times.,Optimism,Positive,Instagram,Canada,2021-07-05 09:30:00,40,20,0.4,Positive,0.7906,Positive,Positive
Pride in achieving a personal milestone in career progression.,Pride,Positive,Facebook,UK,2016-04-15 14:50:00,55,28,0.0,Neutral,0.34,Positive,Positive
Happiness blooms like flowers in a garden on a sunny day.,Happiness,Positive,Twitter,India,2020-02-10 11:15:00,30,15,0.7,Positive,0.836,Positive,Positive
Elation over discovering a rare book in a quaint bookstore.,Elation,Positive,Instagram,USA,2018-09-22 16:30:00,80,40,0.3,Positive,0.3612,Positive,Positive
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,Neutral,Facebook,Australia,2015-11-08 10:00:00,35,18,0.0,Neutral,0.0258,Neutral,Neutral
Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,Positive,Instagram,Brazil,2022-08-10 22:00:00,50,25,0.0,Neutral,0.0,Neutral,Neutral
Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,Neutral,Twitter,France,2019-04-05 17:30:00,35,18,0.0,Neutral,0.0,Neutral,Neutral
Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,Positive,Facebook,Japan,2020-12-15 15:45:00,45,22,0.8,Positive,0.6808,Positive,Positive
Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,Positive,Instagram,Canada,2017-10-20 08:15:00,70,35,0.0,Neutral,0.0,Neutral,Neutral
Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,Positive,Twitter,Australia,2021-02-28 13:00:00,60,30,0.0533,Positive,0.6369,Positive,Positive
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,Positive,Facebook,UK,2018-06-12 20:30:00,55,28,0.0,Neutral,0.4767,Positive,Positive
Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,Positive,Instagram,USA,2016-03-08 14:20:00,40,20,0.0,Neutral,0.6369,Positive,Positive
Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,Neutral,Twitter,Greece,2023-04-18 17:10:00,35,18,-0.15,Negative,-0.5423,Negative,Negative
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,Positive,Facebook,Germany,2020-07-25 12:45:00,45,22,0.7,Positive,0.6369,Positive,Positive
Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,Positive,Instagram,Sweden,2019-11-30 19:30:00,70,35,0.0,Neutral,0.6249,Positive,Positive
A burst of creativity in the quiet solitude of an artist's studio.,Creativity,Positive,Twitter,Italy,2015-09-01 16:00:00,30,15,0.0,Neutral,0.3818,Positive,Positive
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,Positive,Facebook,Netherlands,2022-05-05 10:15:00,50,25,0.8,Positive,0.7845,Positive,Positive
A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,Positive,Instagram,South Africa,2018-07-08 23:00:00,80,40,0.0,Neutral,0.0,Neutral,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,Positive,Twitter,Spain,2021-09-20 14:30:00,35,18,0.4,Positive,0.0,Neutral,Neutral
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,Positive,Facebook,Portugal,2016-11-15 11:45:00,55,28,0.0,Neutral,0.7506,Positive,Positive
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,Positive,Instagram,Switzerland,2020-01-12 18:00:00,60,30,-0.6,Negative,0.4588,Positive,Positive
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,Positive,Facebook,Austria,2017-12-28 19:15:00,45,22,0.0,Neutral,0.9081,Positive,Positive
"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,Positive,Twitter,Belgium,2019-03-02 20:20:00,70,35,0.25,Positive,0.3182,Positive,Positive
Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,Positive,Instagram,Denmark,2022-06-08 15:30:00,40,20,0.0,Neutral,0.6486,Positive,Positive
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,Positive,Facebook,Czech Republic,2018-08-18 14:45:00,35,18,0.0,Neutral,0.6124,Positive,Positive
Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,Positive,Instagram,Brazil,2022-08-10 22:00:00,50,25,0.4,Positive,0.7506,Positive,Positive
Immersed in the enchanting melodies of a street musician's violin.,Melodic,Positive,Twitter,France,2019-04-05 17:30:00,35,18,0.0,Neutral,0.0,Neutral,Neutral
Joyful laughter resonates through a lively summer carnival.,FestiveJoy,Positive,Facebook,Japan,2020-12-15 15:45:00,45,22,0.1364,Positive,0.875,Positive,Positive
Exploring the universe within during a mindful meditation session.,InnerJourney,Neutral,Instagram,Canada,2017-10-20 08:15:00,70,35,0.0,Neutral,0.0,Neutral,Neutral
Soaring like a free spirit on the winds of a coastal cliff.,Freedom,Positive,Twitter,Australia,2021-02-28 13:00:00,60,30,0.4,Positive,0.7579,Positive,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,Positive,Facebook,UK,2018-06-12 20:30:00,55,28,0.75,Positive,0.4767,Positive,Positive
Whimsical delight in a world of whimsical fairy tales.,Whimsy,Positive,Instagram,USA,2016-03-08 14:20:00,40,20,-0.5,Negative,0.6705,Positive,Positive
Reflective contemplation amid the ruins of a forgotten era.,Reflection,Neutral,Twitter,Greece,2023-04-18 17:10:00,35,18,-0.15,Negative,-0.5859,Negative,Negative
Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,Positive,Facebook,Germany,2020-07-25 12:45:00,45,22,0.1,Positive,0.0,Neutral,Neutral
Harmony resonates as musicians play a symphony of unity.,Harmony,Positive,Instagram,Sweden,2019-11-30 19:30:00,70,35,0.0,Neutral,0.6249,Positive,Positive
A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,Positive,Twitter,Italy,2015-09-01 16:00:00,30,15,0.3333,Positive,0.3818,Positive,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,Positive,Facebook,Netherlands,2022-05-05 10:15:00,50,25,0.8,Positive,0.7845,Positive,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,Positive,Instagram,South Africa,2018-07-08 23:00:00,80,40,0.0,Neutral,0.0,Neutral,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,Positive,Twitter,Belgium,2019-03-02 20:20:00,70,35,0.0,Neutral,0.0,Neutral,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,Positive,Instagram,Denmark,2022-06-08 15:30:00,40,20,0.5,Positive,0.8591,Positive,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,Positive,Facebook,Czech Republic,2018-08-18 14:45:00,35,18,0.0,Neutral,0.6124,Positive,Positive
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,Neutral,Instagram,Australia,2015-11-08 10:00:00,35,18,0.0,Neutral,0.0,Neutral,Neutral
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,Positive,Twitter,Canada,2020-12-02 17:30:00,45,22,0.25,Positive,0.3818,Positive,Positive
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,Positive,Instagram,France,2017-06-10 12:15:00,55,28,0.3,Positive,0.3612,Positive,Positive
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,Positive,Facebook,USA,2021-04-15 14:20:00,70,35,0.0,Neutral,0.2732,Positive,Positive
"Lost in the pages of a captivating novel, transported to another world.",Immersion,Neutral,Twitter,UK,2019-09-28 19:45:00,40,20,0.5,Positive,0.0,Neutral,Neutral
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,Neutral,Instagram,India,2016-12-05 21:00:00,50,25,0.1,Positive,0.0,Neutral,Neutral
Spark of inspiration ignites like a shooting star in the night sky.,Spark,Positive,Facebook,Australia,2018-02-10 23:30:00,60,30,0.0,Neutral,0.7783,Positive,Positive
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,Positive,Twitter,Japan,2023-02-15 08:30:00,35,18,0.3,Positive,0.836,Positive,Positive
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,Positive,Instagram,Brazil,2015-08-22 15:00:00,45,22,0.1667,Positive,0.5267,Positive,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,Positive,Facebook,Germany,2020-11-20 18:45:00,55,28,0.0,Neutral,0.25,Positive,Positive
Drowning in sorrow as memories of lost love resurface.,Heartbreak,Negative,Instagram,USA,2019-08-05 21:00:00,30,15,0.5,Positive,-0.128,Negative,Negative
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,Negative,Twitter,Canada,2021-02-12 16:45:00,35,18,0.0,Neutral,-0.5994,Negative,Negative
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,Negative,Facebook,UK,2020-11-28 14:20:00,45,22,0.0,Neutral,0.5994,Positive,Positive
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,Negative,Instagram,Australia,2016-05-15 22:30:00,55,28,-0.125,Negative,-0.4215,Negative,Negative
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,Negative,Twitter,Germany,2018-09-10 13:15:00,45,22,0.0,Neutral,-0.2732,Negative,Negative
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,Negative,Facebook,Brazil,2022-03-20 19:30:00,50,25,0.0,Neutral,-0.6705,Negative,Negative
"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,Negative,Instagram,India,2017-07-18 17:45:00,60,30,0.0,Neutral,-0.3182,Negative,Negative
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,Negative,Twitter,France,2018-12-15 10:00:00,35,18,-0.175,Negative,-0.7845,Negative,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,Negative,Facebook,Italy,2015-06-28 21:15:00,55,28,-0.8,Negative,-0.7579,Negative,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,Negative,Instagram,Japan,2020-04-02 14:20:00,70,35,-0.05,Negative,0.1154,Positive,Positive
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,Negative,Twitter,Spain,2019-10-08 18:30:00,40,20,-0.0667,Negative,-0.2732,Negative,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,Negative,Facebook,Netherlands,2016-11-22 09:45:00,45,22,-0.1,Negative,0.5106,Positive,Positive
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,Negative,Instagram,South Africa,2022-08-18 22:00:00,80,40,0.0,Neutral,-0.3182,Negative,Negative
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,Negative,Twitter,UK,2017-03-12 23:30:00,35,18,0.0,Neutral,-0.4939,Negative,Negative
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,Negative,Facebook,Australia,2015-12-15 16:15:00,50,25,0.0,Neutral,-0.5719,Negative,Negative
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,Negative,Instagram,Canada,2021-09-05 13:30:00,70,35,0.2,Positive,-0.6705,Negative,Negative
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,Negative,Twitter,Germany,2018-05-22 20:45:00,35,18,0.0,Neutral,-0.7506,Negative,Negative
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,Negative,Facebook,USA,2016-07-10 18:20:00,55,28,0.0,Neutral,-0.5106,Negative,Negative
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,Negative,Instagram,France,2019-04-30 14:00:00,45,22,0.0,Neutral,-0.0258,Neutral,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,Negative,Twitter,Brazil,2022-01-08 11:30:00,40,20,-0.15,Negative,-0.5106,Negative,Negative
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,Negative,Twitter,Australia,2017-09-10 19:15:00,40,20,0.0,Neutral,-0.3182,Negative,Negative
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,Negative,Instagram,Canada,2022-04-18 11:30:00,50,25,0.0,Neutral,-0.743,Negative,Negative
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,Negative,Facebook,USA,2018-12-05 21:45:00,35,18,0.0,Neutral,-0.1779,Negative,Negative
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,Negative,Twitter,UK,2016-06-28 14:20:00,45,22,0.0,Neutral,-0.4215,Negative,Negative
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,Negative,Instagram,Germany,2019-10-22 17:00:00,30,15,0.0,Neutral,-0.4939,Negative,Negative
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,Negative,Facebook,Brazil,2021-03-15 22:45:00,55,28,-0.15,Negative,-0.4019,Negative,Negative
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,Negative,Twitter,France,2017-08-10 19:30:00,45,22,0.0,Neutral,-0.5267,Negative,Negative
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,Negative,Instagram,India,2023-01-28 14:30:00,60,30,-0.4,Negative,-0.6249,Negative,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,Negative,Facebook,Italy,2016-12-12 10:00:00,50,25,-0.4,Negative,0.128,Positive,Positive
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,Positive,Twitter,Japan,2020-07-18 15:15:00,70,35,0.0,Neutral,-0.4215,Negative,Negative
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,Negative,Instagram,South Africa,2022-05-20 20:30:00,60,30,-0.5,Negative,0.4939,Positive,Positive
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,Negative,Twitter,Spain,2019-11-08 14:45:00,35,18,0.0,Neutral,-0.7717,Negative,Negative
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,Negative,Facebook,Australia,2017-03-28 22:00:00,55,28,-0.2625,Negative,-0.6597,Negative,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,Negative,Instagram,Canada,2020-09-15 18:15:00,45,22,0.0,Neutral,-0.2263,Negative,Negative
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,Negative,Twitter,UK,2018-06-10 13:30:00,40,20,-0.2,Negative,-0.1779,Negative,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,Negative,Facebook,USA,2016-12-22 21:45:00,50,25,-0.1333,Negative,-0.3182,Negative,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,Negative,Instagram,Germany,2021-01-05 16:20:00,30,15,-0.5,Negative,-0.7845,Negative,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,Negative,Twitter,Brazil,2019-04-18 11:00:00,45,22,0.3,Positive,-0.34,Negative,Negative
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,Negative,Facebook,India,2017-08-28 19:30:00,35,18,0.0,Neutral,-0.4215,Negative,Negative
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,Negative,Instagram,France,2023-02-10 14:30:00,55,28,0.3667,Positive,0.7717,Positive,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,Negative,Instagram,Japan,2022-07-10 22:15:00,60,30,0.5,Positive,0.7579,Positive,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,Neutral,Twitter,Italy,2019-05-15 21:30:00,35,18,0.0,Neutral,0.4588,Positive,Positive
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,Negative,Facebook,Germany,2018-11-28 14:00:00,45,22,-0.8,Negative,-0.5423,Negative,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,Negative,Instagram,Canada,2021-03-02 17:45:00,50,25,0.0,Neutral,-0.6486,Negative,Negative
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,Negative,Twitter,USA,2016-10-18 19:30:00,40,20,-0.1,Negative,-0.5994,Negative,Negative
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,Negative,Facebook,France,2020-08-15 12:30:00,55,28,0.0,Neutral,-0.296,Negative,Negative
"Swept away by the river of regret, the currents of the past refusing to release.",Regret,Negative,Instagram,UK,2017-04-28 16:20:00,35,18,-0.25,Negative,-0.6705,Negative,Negative
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,Negative,Twitter,Australia,2019-09-10 21:00:00,45,22,0.5,Positive,0.128,Positive,Positive
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,Negative,Facebook,Brazil,2022-01-28 13:45:00,30,15,-0.55,Negative,-0.7579,Negative,Negative
"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,Neutral,Instagram,Spain,2016-06-15 22:30:00,60,30,0.0,Neutral,0.0,Neutral,Neutral
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,Positive,Instagram,USA,2021-08-20 15:45:00,80,40,0.4,Positive,0.7906,Positive,Positive
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,Positive,Twitter,Canada,2018-04-12 18:30:00,70,35,0.475,Positive,0.8176,Positive,Positive
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,Positive,Facebook,UK,2022-02-15 12:20:00,50,25,0.4,Positive,0.8689,Positive,Positive
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm.",Enthusiasm,Positive,Instagram,Australia,2019-10-28 14:15:00,60,30,0.1667,Positive,0.8979,Positive,Positive
"Serenading the stars with a heart full of gratitude, a melody of thankfulness.",Gratitude,Positive,Twitter,India,2017-12-22 21:00:00,45,22,0.35,Positive,0.7506,Positive,Positive
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness.",Accomplishment,Positive,Facebook,Germany,2020-06-10 17:30:00,55,28,0.7,Positive,0.5574,Positive,Positive
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony.",Positivity,Positive,Instagram,France,2016-09-18 19:45:00,35,18,0.0,Neutral,0.7184,Positive,Positive
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished.",Joy,Positive,Twitter,Japan,2023-03-10 14:30:00,40,20,0.8,Positive,0.9413,Positive,Positive
"Draped in the warmth of kindness, a quilt of compassion stitched with love.",Kindness,Positive,Facebook,Brazil,2019-05-05 12:15:00,50,25,0.5,Positive,0.9217,Positive,Positive
"In the garden of friendships, each bloom a testament to the beauty of camaraderie.",Friendship,Positive,Instagram,South Africa,2018-08-28 16:00:00,60,30,0.0,Neutral,0.7506,Positive,Positive
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.",Love,Positive,Twitter,USA,2022-11-15 20:45:00,70,35,0.5,Positive,0.872,Positive,Positive
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles.",Joy,Positive,Instagram,Canada,2019-07-02 17:00:00,80,40,0.3375,Positive,0.8779,Positive,Positive
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor.",Excitement,Positive,Facebook,UK,2021-04-18 14:20:00,60,30,0.0,Neutral,0.6486,Positive,Positive
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder.",Surprise,Neutral,Twitter,Australia,2023-02-05 19:30:00,50,25,0.0,Neutral,0.8519,Positive,Positive
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.",Curiosity,Neutral,Instagram,India,2018-09-22 12:45:00,45,22,0.0,Neutral,0.128,Positive,Positive
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness.",Gratitude,Positive,Facebook,Germany,2016-12-10 21:15:00,55,28,0.0,Neutral,0.8625,Positive,Positive
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance.",Inspiration,Positive,Twitter,France,2020-05-28 16:00:00,35,18,0.0,Neutral,0.9081,Positive,Positive
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.",Success,Positive,Instagram,Japan,2017-11-15 22:30:00,45,22,0.35,Positive,0.7783,Positive,Positive
"A symphony of laughter, each note a key to unlocking the door of boundless happiness.",Happiness,Positive,Facebook,Brazil,2021-08-02 19:00:00,60,30,0.1667,Positive,0.7783,Positive,Positive
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Thrill,Positive,Instagram,South Africa,2019-03-28 15:30:00,70,35,0.1,Positive,0.3612,Positive,Positive
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams.",Reflection,Neutral,Twitter,France,2018-05-12 17:30:00,55,28,0.0,Neutral,0.872,Positive,Positive
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies.",Enchantment,Positive,Instagram,USA,2022-09-28 15:45:00,60,30,0.0,Neutral,-0.3182,Negative,Negative
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed.",Excitement,Positive,Facebook,Italy,2019-11-10 14:00:00,45,22,0.0,Neutral,0.296,Positive,Positive
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.",Joy,Positive,Instagram,Netherlands,2021-04-02 18:20:00,70,35,0.8,Positive,0.5859,Positive,Positive
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions.",Exploration,Neutral,Twitter,Japan,2017-08-22 21:30:00,35,18,0.0,Neutral,0.0,Neutral,Neutral
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur.",Awe,Positive,Instagram,USA,2020-06-15 16:45:00,50,25,0.5,Positive,0.9393,Positive,Positive
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility.",Serenity,Positive,Facebook,Greece,2016-09-10 19:15:00,45,22,0.0,Neutral,0.4215,Positive,Positive
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization.",Amazement,Positive,Twitter,Jordan,2023-01-28 13:00:00,60,30,0.0,Neutral,0.7351,Positive,Positive
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city.",Romance,Positive,Instagram,Italy,2019-04-18 16:30:00,40,20,0.0,Neutral,0.5574,Positive,Positive
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations.",Awe,Positive,Facebook,Peru,2017-11-05 22:00:00,55,28,1.0,Positive,0.4588,Positive,Positive
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy.",Excitement,Positive,Instagram,USA,2022-07-20 21:45:00,70,35,0.101,Positive,0.6705,Positive,Positive
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor.",Captivation,Positive,Twitter,Italy,2018-03-15 17:30:00,50,25,0.0,Neutral,0.6486,Positive,Positive
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.",Serenity,Positive,Facebook,Maldives,2019-10-28 14:15:00,45,22,0.0,Neutral,0.6369,Positive,Positive
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders.",Wonder,Positive,Instagram,Brazil,2021-06-10 16:00:00,60,30,0.0,Neutral,0.4215,Positive,Positive
"Walking the Great Wall of China, each step a testament to ancient engineering marvels.",Awe,Positive,Twitter,China,2017-08-18 19:30:00,35,18,0.8,Positive,0.7964,Positive,Positive
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment.",Accomplishment,Positive,Facebook,Japan,2020-04-15 05:30:00,55,28,1.0,Positive,0.4588,Positive,Positive
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",Exploration,Neutral,Instagram,Cambodia,2016-11-22 13:00:00,40,20,-0.15,Negative,-0.4404,Negative,Negative
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks.",Adventure,Positive,Twitter,Switzerland,2019-01-10 14:45:00,45,22,-0.1556,Negative,0.0,Neutral,Neutral
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.",Tranquility,Positive,Facebook,Japan,2023-02-28 16:20:00,50,25,0.0,Neutral,0.7351,Positive,Positive
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur.",Grandeur,Positive,Instagram,Norway,2018-05-28 18:30:00,45,22,0.45,Positive,0.8885,Positive,Positive
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion.",Emotion,Neutral,Instagram,USA,2022-09-15 20:00:00,80,40,0.0,Neutral,0.3612,Positive,Positive
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move.",Energy,Positive,Twitter,USA,2019-07-28 21:30:00,70,35,0.0325,Neutral,0.128,Positive,Positive
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale.",Enchantment,Positive,Facebook,USA,2021-05-10 19:45:00,60,30,0.5,Positive,0.7964,Positive,Positive
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit.",Nostalgia,Neutral,Instagram,UK,2018-12-02 22:15:00,45,22,0.0,Neutral,0.1779,Positive,Positive
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments.",Serenity,Positive,Twitter,UK,2020-08-18 19:00:00,35,18,0.7,Positive,0.4588,Positive,Positive
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy.",Joy,Positive,Facebook,USA,2017-03-28 20:30:00,55,28,0.8,Positive,0.5859,Positive,Positive
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop.",Celebration,Positive,Instagram,USA,2022-01-15 21:15:00,50,25,0.0,Neutral,0.0,Neutral,Neutral
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'.",Charm,Positive,Twitter,USA,2019-06-10 18:45:00,45,22,0.8,Positive,0.4939,Positive,Positive
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy.",Ecstasy,Positive,Facebook,USA,2023-03-20 22:30:00,70,35,0.0,Neutral,0.7184,Positive,Positive
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night.",Hope,Positive,Instagram,UK,2016-11-28 19:00:00,60,30,0.5,Positive,0.4404,Positive,Positive
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm.",Enthusiasm,Positive,Instagram,Canada,2018-08-05 20:00:00,80,40,0.0,Neutral,0.6124,Positive,Positive
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry.",Creativity,Positive,Twitter,USA,2021-04-15 21:30:00,70,35,0.0,Neutral,0.3818,Positive,Positive
